"annotation_id","annotator","choice","created_at","id","image","lead_time","updated_at"
630814,"18","not_sure","2025-06-11T01:55:43.008333Z",1084060,"/data/upload/272/0a81ce9d-crop_0349_color100_100_100_w54_h43.png",1.231,"2025-06-11T01:55:43.008346Z"
630816,"18","not_sure","2025-06-11T01:55:44.466973Z",1084061,"/data/upload/272/8e8e99c3-crop_2455_color100_100_100_w81_h42.png",1.207,"2025-06-11T01:55:44.466987Z"
630819,"18","not_sure","2025-06-11T01:55:47.278958Z",1084062,"/data/upload/272/591c8e20-crop_1746_color100_100_100_w100_h44.png",2.634,"2025-06-11T01:55:47.278973Z"
630822,"18","not_sure","2025-06-11T01:55:50.202874Z",1084063,"/data/upload/272/947c8212-crop_2409_color100_100_100_w30_h25.png",2.704,"2025-06-11T01:55:50.202891Z"
630824,"18","not_sure","2025-06-11T01:55:51.456536Z",1084064,"/data/upload/272/f1041652-crop_3632_color100_100_100_w104_h50.png",0.94,"2025-06-11T01:55:51.456548Z"
630825,"18","not_sure","2025-06-11T01:55:52.998471Z",1084065,"/data/upload/272/e19d3b51-crop_1624_color100_100_100_w78_h62.png",0.691,"2025-06-11T01:55:52.998491Z"
630827,"18","soil","2025-06-11T01:55:56.009103Z",1084066,"/data/upload/272/313dbb60-crop_2633_color100_100_100_w117_h86.png",2.142,"2025-06-11T01:55:56.009117Z"
630830,"18","grass","2025-06-11T01:56:00.225580Z",1084067,"/data/upload/272/5129b84d-crop_2609_color100_100_100_w112_h102.png",3.706,"2025-06-11T01:56:00.225601Z"
630833,"18","not_sure","2025-06-11T01:56:02.487526Z",1084068,"/data/upload/272/d2e72d03-crop_2496_color100_100_100_w43_h34.png",1.947,"2025-06-11T01:56:02.487541Z"
630835,"18","hedge_hog","2025-06-11T01:56:04.419127Z",1084069,"/data/upload/272/68b731b6-crop_1078_color0_0_0_w57_h31.png",1.208,"2025-06-11T01:56:04.419157Z"
630837,"18","soil","2025-06-11T01:56:05.960776Z",1084070,"/data/upload/272/55b5ab0b-crop_4077_color100_100_100_w108_h98.png",1.115,"2025-06-11T01:56:05.960798Z"
630839,"18","leaf","2025-06-11T01:56:07.950355Z",1084071,"/data/upload/272/6217b7fe-crop_1046_color0_0_0_w134_h27.png",1.556,"2025-06-11T01:56:07.950369Z"
630848,"18","not_sure","2025-06-11T01:56:21.491802Z",1084072,"/data/upload/272/00b8a015-crop_3656_color100_100_100_w101_h143.png",13.26,"2025-06-11T01:56:21.491813Z"
630849,"18","soil","2025-06-11T01:56:22.975349Z",1084073,"/data/upload/272/af12d3c5-crop_0932_color100_100_100_w81_h39.png",1.048,"2025-06-11T01:56:22.975362Z"
630852,"18","soil","2025-06-11T01:56:24.205596Z",1084074,"/data/upload/272/dc7ec23e-crop_0321_color100_100_100_w137_h102.png",0.987,"2025-06-11T01:56:24.205616Z"
630854,"18","not_sure","2025-06-11T01:56:25.226550Z",1084075,"/data/upload/272/0f15fa32-crop_4613_color100_100_100_w62_h51.png",0.816,"2025-06-11T01:56:25.226565Z"
630856,"18","not_sure","2025-06-11T01:56:26.397084Z",1084076,"/data/upload/272/b91b6a60-crop_2123_color100_100_100_w72_h33.png",0.961,"2025-06-11T01:56:26.397098Z"
630858,"18","leaf","2025-06-11T01:56:27.999546Z",1084077,"/data/upload/272/782f0240-crop_3533_color100_100_100_w68_h28.png",1.421,"2025-06-11T01:56:27.999557Z"
630859,"18","leaf","2025-06-11T01:56:29.098074Z",1084078,"/data/upload/272/0399057d-crop_2563_color0_0_0_w30_h26.png",0.805,"2025-06-11T01:56:29.098090Z"
630860,"18","not_sure","2025-06-11T01:56:30.577559Z",1084079,"/data/upload/272/f8fb2a88-crop_4844_color0_0_0_w90_h75.png",1.129,"2025-06-11T01:56:30.577574Z"
630862,"18","soil","2025-06-11T01:56:32.204072Z",1084080,"/data/upload/272/0be45fe3-crop_4204_color100_100_100_w114_h72.png",1.363,"2025-06-11T01:56:32.204086Z"
630864,"18","not_sure","2025-06-11T01:56:33.399500Z",1084081,"/data/upload/272/8de8da39-crop_3502_color100_100_100_w49_h34.png",0.941,"2025-06-11T01:56:33.399514Z"
630866,"18","not_sure","2025-06-11T01:56:34.717500Z",1084082,"/data/upload/272/1e5e21a3-crop_3508_color100_100_100_w46_h31.png",0.792,"2025-06-11T01:56:34.717515Z"
630868,"18","not_sure","2025-06-11T01:56:36.080052Z",1084083,"/data/upload/272/1d0c8b81-crop_1310_color100_100_100_w43_h44.png",0.915,"2025-06-11T01:56:36.080067Z"
630870,"18","soil","2025-06-11T01:56:37.396407Z",1084084,"/data/upload/272/075fb91d-crop_3227_color100_100_100_w46_h43.png",1.013,"2025-06-11T01:56:37.396420Z"
630871,"18","not_sure","2025-06-11T01:56:38.832750Z",1084085,"/data/upload/272/df94be26-crop_0873_color0_0_0_w122_h48.png",1.094,"2025-06-11T01:56:38.832764Z"
630873,"18","soil","2025-06-11T01:56:42.038608Z",1084086,"/data/upload/272/93474267-crop_3044_color100_100_100_w71_h50.png",1.671,"2025-06-11T01:56:42.038622Z"
630874,"18","not_sure","2025-06-11T01:56:43.356381Z",1084087,"/data/upload/272/5eb133c6-crop_2557_color100_100_100_w146_h34.png",0.774,"2025-06-11T01:56:43.356394Z"
630877,"18","leaf","2025-06-11T01:56:45.221760Z",1084088,"/data/upload/272/af7d5181-crop_0885_color100_100_100_w50_h27.png",1.568,"2025-06-11T01:56:45.221777Z"
630879,"18","not_sure","2025-06-11T01:56:47.393907Z",1084089,"/data/upload/272/680fa741-crop_3091_color100_100_100_w106_h87.png",1.787,"2025-06-11T01:56:47.393926Z"
630881,"18","not_sure","2025-06-11T01:56:49.674955Z",1084090,"/data/upload/272/f0326b83-crop_1945_color100_100_100_w48_h25.png",2.086,"2025-06-11T01:56:49.674968Z"
630883,"18","soil","2025-06-11T01:56:51.218333Z",1084091,"/data/upload/272/e21001ae-crop_0316_color100_100_100_w135_h99.png",1.216,"2025-06-11T01:56:51.218351Z"
630885,"18","soil","2025-06-11T01:56:52.591544Z",1084092,"/data/upload/272/77df29be-crop_3442_color100_100_100_w124_h87.png",1.172,"2025-06-11T01:56:52.591558Z"
630887,"18","not_sure","2025-06-11T01:56:54.913698Z",1084093,"/data/upload/272/531ee160-crop_3764_color100_100_100_w125_h64.png",1.609,"2025-06-11T01:56:54.913710Z"
630889,"18","leaf","2025-06-11T01:56:56.677088Z",1084094,"/data/upload/272/cbcaf66d-crop_3445_color0_0_0_w54_h24.png",1.554,"2025-06-11T01:56:56.677103Z"
630891,"18","not_sure","2025-06-11T01:56:58.470409Z",1084095,"/data/upload/272/33326f32-crop_4695_color100_100_100_w120_h75.png",1.6,"2025-06-11T01:56:58.470427Z"
630893,"18","not_sure","2025-06-11T01:57:01.766567Z",1084096,"/data/upload/272/f3d216f6-crop_1943_color100_100_100_w58_h27.png",2.941,"2025-06-11T01:57:01.766582Z"
630896,"18","obstacle","2025-06-11T01:57:03.535036Z",1084097,"/data/upload/272/d67070b1-crop_4243_color0_0_0_w155_h52.png",1.456,"2025-06-11T01:57:03.535047Z"
630899,"18","not_sure","2025-06-11T01:57:05.568782Z",1084098,"/data/upload/272/699b4298-crop_1409_color100_100_100_w118_h83.png",1.433,"2025-06-11T01:57:05.568795Z"
630901,"18","background","2025-06-11T01:57:07.044195Z",1084099,"/data/upload/272/e2a1ac4c-crop_2077_color0_0_0_w57_h30.png",1.276,"2025-06-11T01:57:07.044208Z"
630903,"18","not_sure","2025-06-11T01:57:08.438888Z",1084100,"/data/upload/272/7432aa5c-crop_3251_color100_100_100_w50_h20.png",1.03,"2025-06-11T01:57:08.438902Z"
630907,"18","soil","2025-06-11T01:57:13.341427Z",1084101,"/data/upload/272/a432c8b8-crop_2895_color100_100_100_w40_h46.png",4.404,"2025-06-11T01:57:13.341446Z"
630909,"18","not_sure","2025-06-11T01:57:14.807102Z",1084102,"/data/upload/272/d4dc7eea-crop_3973_color100_100_100_w57_h33.png",1.154,"2025-06-11T01:57:14.807118Z"
630961,"18","not_sure","2025-06-11T01:59:14.661784Z",1084103,"/data/upload/272/111574e1-crop_2263_color100_100_100_w139_h42.png",6.989,"2025-06-11T01:59:14.661815Z"
630963,"18","leaf","2025-06-11T01:59:16.593604Z",1084104,"/data/upload/272/3b5b67be-crop_1438_color0_0_0_w40_h39.png",1.418,"2025-06-11T01:59:16.593622Z"
631127,"18","not_sure","2025-06-11T02:05:02.577760Z",1084105,"/data/upload/272/856a461e-crop_2162_color100_100_100_w89_h66.png",345.384,"2025-06-11T02:05:02.577775Z"
631166,"18","not_sure","2025-06-11T02:06:08.145546Z",1084106,"/data/upload/272/98c4739b-crop_2029_color100_100_100_w39_h25.png",64.947,"2025-06-11T02:06:08.145560Z"
631168,"18","soil","2025-06-11T02:06:10.674401Z",1084107,"/data/upload/272/67dfd812-crop_2812_color100_100_100_w114_h44.png",2.047,"2025-06-11T02:06:10.674419Z"
631265,"18","soil","2025-06-11T02:10:15.368777Z",1084108,"/data/upload/272/83fb3428-crop_1233_color100_100_100_w97_h95.png",244.494,"2025-06-11T02:10:15.368790Z"
631267,"18","not_sure","2025-06-11T02:10:16.883828Z",1084109,"/data/upload/272/d8b41a11-crop_1224_color100_100_100_w105_h54.png",1.262,"2025-06-11T02:10:16.883841Z"
631269,"18","not_sure","2025-06-11T02:10:18.840651Z",1084110,"/data/upload/272/2e15108c-crop_1520_color0_0_0_w99_h53.png",1.276,"2025-06-11T02:10:18.840663Z"
631273,"18","not_sure","2025-06-11T02:10:22.296424Z",1084111,"/data/upload/272/60af5df8-crop_4620_color100_100_100_w66_h33.png",3.156,"2025-06-11T02:10:22.296434Z"
631274,"18","obstacle","2025-06-11T02:10:24.305041Z",1084112,"/data/upload/272/8d90ae85-crop_0799_color0_0_0_w72_h57.png",1.707,"2025-06-11T02:10:24.305055Z"
631276,"18","not_sure","2025-06-11T02:10:25.446286Z",1084113,"/data/upload/272/819a3442-crop_4320_color100_100_100_w61_h27.png",0.907,"2025-06-11T02:10:25.446298Z"
631277,"18","leaf","2025-06-11T02:10:27.790863Z",1084114,"/data/upload/272/833bf29c-crop_2074_color0_0_0_w137_h21.png",2.057,"2025-06-11T02:10:27.790875Z"
631282,"18","not_sure","2025-06-11T02:10:32.630006Z",1084115,"/data/upload/272/f18235a0-crop_2020_color100_100_100_w66_h26.png",3.597,"2025-06-11T02:10:32.630019Z"
631285,"18","leaf","2025-06-11T02:10:34.034276Z",1084116,"/data/upload/272/b9a96923-crop_4148_color0_0_0_w68_h53.png",1.067,"2025-06-11T02:10:34.034287Z"
631286,"18","not_sure","2025-06-11T02:10:35.308744Z",1084117,"/data/upload/272/f0e53402-crop_3306_color100_100_100_w68_h90.png",1.046,"2025-06-11T02:10:35.308763Z"
631288,"18","leaf","2025-06-11T02:10:37.980759Z",1084118,"/data/upload/272/925326ab-crop_3177_color0_0_0_w34_h33.png",1.961,"2025-06-11T02:10:37.980773Z"
631289,"18","not_sure","2025-06-11T02:10:39.400603Z",1084119,"/data/upload/272/7083aaa4-crop_1088_color100_100_100_w135_h28.png",0.742,"2025-06-11T02:10:39.400616Z"
631290,"18","grass","2025-06-11T02:10:40.968844Z",1084120,"/data/upload/272/6acf3ec3-crop_0147_color100_100_100_w69_h46.png",1.285,"2025-06-11T02:10:40.968858Z"
631292,"18","not_sure","2025-06-11T02:10:41.986216Z",1084121,"/data/upload/272/d12bfb12-crop_2629_color100_100_100_w55_h35.png",0.863,"2025-06-11T02:10:41.986231Z"
631293,"18","not_sure","2025-06-11T02:10:43.726858Z",1084122,"/data/upload/272/5f7d344b-crop_3047_color100_100_100_w135_h54.png",1.543,"2025-06-11T02:10:43.726871Z"
631298,"18","not_sure","2025-06-11T02:10:48.995025Z",1084123,"/data/upload/272/5ee14b9d-crop_0402_color100_100_100_w135_h91.png",3.983,"2025-06-11T02:10:48.995039Z"
631301,"18","soil","2025-06-11T02:10:53.827087Z",1084124,"/data/upload/272/e3c366ca-crop_0299_color100_100_100_w135_h47.png",3.494,"2025-06-11T02:10:53.827101Z"
631302,"18","leaf","2025-06-11T02:11:00.267172Z",1084125,"/data/upload/272/914d1eec-crop_4245_color0_0_0_w53_h37.png",5.699,"2025-06-11T02:11:00.267190Z"
631304,"18","not_sure","2025-06-11T02:11:02.008247Z",1084126,"/data/upload/272/77d4e5e0-crop_1786_color100_100_100_w40_h24.png",1.501,"2025-06-11T02:11:02.008261Z"
631305,"18","soil","2025-06-11T02:11:03.670535Z",1084127,"/data/upload/272/93e7021f-crop_2439_color100_100_100_w77_h57.png",1.345,"2025-06-11T02:11:03.670548Z"
631306,"18","not_sure","2025-06-11T02:11:05.099371Z",1084128,"/data/upload/272/f37e19df-crop_0473_color100_100_100_w123_h42.png",1.145,"2025-06-11T02:11:05.099387Z"
631307,"18","soil","2025-06-11T02:11:08.147668Z",1084129,"/data/upload/272/5715e433-crop_3077_color100_100_100_w42_h38.png",2.743,"2025-06-11T02:11:08.147682Z"
631309,"18","not_sure","2025-06-11T02:11:10.779125Z",1084130,"/data/upload/272/4a380f67-crop_2565_color100_100_100_w80_h32.png",0.757,"2025-06-11T02:11:10.779138Z"
631311,"18","leaf","2025-06-11T02:11:13.590509Z",1084131,"/data/upload/272/b6590ef3-crop_2201_color100_100_100_w57_h39.png",2.57,"2025-06-11T02:11:13.590522Z"
631312,"18","obstacle","2025-06-11T02:11:14.789317Z",1084132,"/data/upload/272/3e1e8355-crop_2356_color0_0_0_w31_h54.png",1.002,"2025-06-11T02:11:14.789331Z"
631313,"18","soil","2025-06-11T02:11:17.146965Z",1084133,"/data/upload/272/7f6ec8a4-crop_0010_color100_100_100_w52_h42.png",2.135,"2025-06-11T02:11:17.146978Z"
631314,"18","grass","2025-06-11T02:11:18.533650Z",1084134,"/data/upload/272/cd121ccc-crop_4297_color100_100_100_w127_h116.png",1.177,"2025-06-11T02:11:18.533664Z"
631315,"18","not_sure","2025-06-11T02:11:20.602275Z",1084135,"/data/upload/272/794902b2-crop_2256_color100_100_100_w82_h47.png",1.608,"2025-06-11T02:11:20.602290Z"
631316,"18","soil","2025-06-11T02:11:22.030269Z",1084136,"/data/upload/272/3153be09-crop_2046_color100_100_100_w50_h43.png",1.176,"2025-06-11T02:11:22.030282Z"
631322,"18","soil","2025-06-11T02:11:39.958999Z",1084137,"/data/upload/272/048dbe66-crop_2697_color100_100_100_w36_h25.png",17.677,"2025-06-11T02:11:39.959013Z"
631323,"18","not_sure","2025-06-11T02:11:41.043327Z",1084138,"/data/upload/272/453748fe-crop_0479_color0_0_0_w92_h42.png",0.836,"2025-06-11T02:11:41.043343Z"
631324,"18","not_sure","2025-06-11T02:11:42.697470Z",1084139,"/data/upload/272/b34920e1-crop_3367_color100_100_100_w139_h107.png",1.517,"2025-06-11T02:11:42.697485Z"
631325,"18","not_sure","2025-06-11T02:11:44.424595Z",1084140,"/data/upload/272/d5596ef7-crop_0591_color100_100_100_w113_h40.png",1.343,"2025-06-11T02:11:44.424605Z"
631326,"18","not_sure","2025-06-11T02:11:45.708438Z",1084141,"/data/upload/272/27416bf3-crop_0510_color100_100_100_w40_h42.png",0.973,"2025-06-11T02:11:45.708449Z"
631327,"18","not_sure","2025-06-11T02:11:47.097630Z",1084142,"/data/upload/272/477bdc91-crop_0771_color100_100_100_w111_h98.png",1.147,"2025-06-11T02:11:47.097648Z"
631328,"18","soil","2025-06-11T02:11:48.329651Z",1084143,"/data/upload/272/6d5c8213-crop_3869_color100_100_100_w81_h40.png",0.961,"2025-06-11T02:11:48.329664Z"
631329,"18","soil","2025-06-11T02:11:50.632720Z",1084144,"/data/upload/272/5c999cb3-crop_4334_color100_100_100_w82_h59.png",2.03,"2025-06-11T02:11:50.632740Z"
631331,"18","background","2025-06-11T02:11:51.778900Z",1084145,"/data/upload/272/8435fe39-crop_2486_color0_0_0_w124_h49.png",1.009,"2025-06-11T02:11:51.778915Z"
631332,"18","not_sure","2025-06-11T02:11:52.799080Z",1084146,"/data/upload/272/e82d6b2b-crop_0676_color100_100_100_w50_h26.png",0.723,"2025-06-11T02:11:52.799101Z"
631333,"18","soil","2025-06-11T02:11:55.124117Z",1084147,"/data/upload/272/04519c5e-crop_1027_color100_100_100_w69_h30.png",1.806,"2025-06-11T02:11:55.124133Z"
631334,"18","soil","2025-06-11T02:11:56.913065Z",1084148,"/data/upload/272/43fa075b-crop_0603_color100_100_100_w83_h103.png",1.55,"2025-06-11T02:11:56.913079Z"
631335,"18","not_sure","2025-06-11T02:11:57.880299Z",1084149,"/data/upload/272/25c4c227-crop_3053_color100_100_100_w105_h83.png",0.8,"2025-06-11T02:11:57.880318Z"
631336,"18","not_sure","2025-06-11T02:11:59.018601Z",1084150,"/data/upload/272/43cbe0a9-crop_0248_color100_100_100_w42_h56.png",0.945,"2025-06-11T02:11:59.018614Z"
631337,"18","not_sure","2025-06-11T02:11:59.869688Z",1084151,"/data/upload/272/ecd060b1-crop_2169_color100_100_100_w40_h18.png",0.722,"2025-06-11T02:11:59.869703Z"
631338,"18","leaf","2025-06-11T02:12:01.380797Z",1084152,"/data/upload/272/6b980763-crop_4647_color0_0_0_w46_h35.png",1.266,"2025-06-11T02:12:01.380810Z"
631339,"18","not_sure","2025-06-11T02:12:02.783610Z",1084153,"/data/upload/272/6c4f1719-crop_2192_color100_100_100_w79_h92.png",1.177,"2025-06-11T02:12:02.783626Z"
631340,"18","not_sure","2025-06-11T02:12:03.954499Z",1084154,"/data/upload/272/4b4209b2-crop_3531_color100_100_100_w56_h38.png",1.034,"2025-06-11T02:12:03.954517Z"
631341,"18","not_sure","2025-06-11T02:12:05.303634Z",1084155,"/data/upload/272/5e8f9591-crop_0281_color100_100_100_w55_h43.png",1.216,"2025-06-11T02:12:05.303647Z"
631343,"18","background","2025-06-11T02:12:08.102121Z",1084156,"/data/upload/272/d4d625e2-crop_0265_color0_0_0_w82_h27.png",1.169,"2025-06-11T02:12:08.102140Z"
631344,"18","not_sure","2025-06-11T02:12:09.390938Z",1084157,"/data/upload/272/9b112ff0-crop_3292_color100_100_100_w103_h62.png",1.016,"2025-06-11T02:12:09.390962Z"
631345,"18","soil","2025-06-11T02:12:13.502797Z",1084158,"/data/upload/272/df72954c-crop_2720_color100_100_100_w51_h26.png",3.703,"2025-06-11T02:12:13.502810Z"
631346,"18","obstacle","2025-06-11T02:12:15.391381Z",1084159,"/data/upload/272/2d150ef0-crop_3700_color0_0_0_w144_h34.png",1.482,"2025-06-11T02:12:15.391405Z"
631347,"18","not_sure","2025-06-11T02:12:18.838566Z",1084160,"/data/upload/272/9122e261-crop_3565_color100_100_100_w73_h57.png",1.658,"2025-06-11T02:12:18.838581Z"
631349,"18","soil","2025-06-11T02:12:23.215888Z",1084161,"/data/upload/272/f9061a88-crop_3193_color100_100_100_w67_h45.png",3.191,"2025-06-11T02:12:23.215902Z"
631350,"18","not_sure","2025-06-11T02:12:24.264786Z",1084162,"/data/upload/272/610273e0-crop_4439_color100_100_100_w60_h35.png",0.724,"2025-06-11T02:12:24.264806Z"
631352,"18","soil","2025-06-11T02:12:25.647285Z",1084163,"/data/upload/272/2a669a10-crop_0037_color100_100_100_w89_h86.png",1.099,"2025-06-11T02:12:25.647300Z"
631353,"18","soil","2025-06-11T02:12:27.056922Z",1084164,"/data/upload/272/3de99f87-crop_4004_color100_100_100_w37_h30.png",1.265,"2025-06-11T02:12:27.056941Z"
631354,"18","leaf","2025-06-11T02:12:28.470800Z",1084165,"/data/upload/272/e916b8e9-crop_3635_color0_0_0_w37_h24.png",1.082,"2025-06-11T02:12:28.470814Z"
631355,"18","obstacle","2025-06-11T02:12:29.963322Z",1084166,"/data/upload/272/325587be-crop_1236_color0_0_0_w73_h29.png",1.018,"2025-06-11T02:12:29.963338Z"
631356,"18","soil","2025-06-11T02:12:31.119027Z",1084167,"/data/upload/272/45a0e14b-crop_1827_color100_100_100_w116_h100.png",0.974,"2025-06-11T02:12:31.119040Z"
631357,"18","soil","2025-06-11T02:12:33.961110Z",1084168,"/data/upload/272/e61a671a-crop_2838_color100_100_100_w57_h50.png",2.706,"2025-06-11T02:12:33.961127Z"
631358,"18","not_sure","2025-06-11T02:12:35.428819Z",1084169,"/data/upload/272/4d9039de-crop_4704_color100_100_100_w77_h21.png",1.216,"2025-06-11T02:12:35.428838Z"
631360,"18","grass","2025-06-11T02:12:38.398190Z",1084170,"/data/upload/272/114a7236-crop_1404_color100_100_100_w54_h47.png",2.678,"2025-06-11T02:12:38.398211Z"
631361,"18","background","2025-06-11T02:12:40.222858Z",1084171,"/data/upload/272/be15f203-crop_1646_color0_0_0_w130_h38.png",1.331,"2025-06-11T02:12:40.222876Z"
631362,"18","leaf","2025-06-11T02:12:41.648372Z",1084172,"/data/upload/272/28730eea-crop_4803_color100_100_100_w84_h56.png",1.129,"2025-06-11T02:12:41.648388Z"
631363,"18","not_sure","2025-06-11T02:12:43.183427Z",1084173,"/data/upload/272/40038db7-crop_3835_color100_100_100_w45_h33.png",1.391,"2025-06-11T02:12:43.183444Z"
631364,"18","leaf","2025-06-11T02:12:45.597146Z",1084174,"/data/upload/272/0290cf44-crop_0033_color100_100_100_w81_h62.png",2.215,"2025-06-11T02:12:45.597160Z"
631366,"18","not_sure","2025-06-11T02:12:47.386482Z",1084175,"/data/upload/272/4cd82270-crop_2818_color100_100_100_w47_h43.png",1.652,"2025-06-11T02:12:47.386498Z"
631368,"18","not_sure","2025-06-11T02:12:49.381302Z",1084176,"/data/upload/272/6ee210fc-crop_2196_color100_100_100_w40_h34.png",1.685,"2025-06-11T02:12:49.381322Z"
631369,"18","not_sure","2025-06-11T02:12:50.568341Z",1084177,"/data/upload/272/e247315d-crop_4856_color100_100_100_w93_h106.png",0.923,"2025-06-11T02:12:50.568356Z"
631371,"18","not_sure","2025-06-11T02:12:51.637848Z",1084178,"/data/upload/272/870a070f-crop_0017_color100_100_100_w81_h69.png",0.782,"2025-06-11T02:12:51.637860Z"
631372,"18","not_sure","2025-06-11T02:12:53.560500Z",1084179,"/data/upload/272/85cd021f-crop_0723_color100_100_100_w64_h40.png",1.534,"2025-06-11T02:12:53.560512Z"
631373,"18","soil","2025-06-11T02:12:54.882210Z",1084180,"/data/upload/272/71c306a1-crop_0446_color100_100_100_w94_h43.png",1.199,"2025-06-11T02:12:54.882224Z"
631374,"18","soil","2025-06-11T02:12:56.115392Z",1084181,"/data/upload/272/ebeb168d-crop_0731_color100_100_100_w125_h108.png",1.095,"2025-06-11T02:12:56.115406Z"
631375,"18","not_sure","2025-06-11T02:12:57.106280Z",1084182,"/data/upload/272/26421bb6-crop_3784_color100_100_100_w121_h85.png",0.862,"2025-06-11T02:12:57.106295Z"
631376,"18","soil","2025-06-11T02:12:58.244319Z",1084183,"/data/upload/272/dfdc7259-crop_1155_color100_100_100_w144_h85.png",1.005,"2025-06-11T02:12:58.244334Z"
631377,"18","not_sure","2025-06-11T02:12:59.126570Z",1084184,"/data/upload/272/1694a45a-crop_2576_color100_100_100_w36_h26.png",0.743,"2025-06-11T02:12:59.126584Z"
631380,"18","not_sure","2025-06-11T02:13:04.998155Z",1084185,"/data/upload/272/49f05325-crop_2503_color0_0_0_w87_h44.png",5.582,"2025-06-11T02:13:04.998170Z"
631381,"18","not_sure","2025-06-11T02:13:06.108927Z",1084186,"/data/upload/272/7b07f9d0-crop_3670_color0_0_0_w115_h60.png",0.902,"2025-06-11T02:13:06.108942Z"
631382,"18","not_sure","2025-06-11T02:13:07.202541Z",1084187,"/data/upload/272/26ddb583-crop_1568_color100_100_100_w87_h61.png",0.786,"2025-06-11T02:13:07.202570Z"
631386,"18","","2025-06-11T02:13:30.709462Z",1084188,"/data/upload/272/54c5c92b-crop_1841_color100_100_100_w83_h54.png",22.455,"2025-06-11T02:13:30.709486Z"
631387,"18","soil","2025-06-11T02:13:34.143406Z",1084189,"/data/upload/272/6708ddb7-crop_0125_color100_100_100_w149_h95.png",1.8,"2025-06-11T02:13:34.143432Z"
631388,"18","not_sure","2025-06-11T02:13:37.031611Z",1084190,"/data/upload/272/2c40e70c-crop_1614_color100_100_100_w55_h29.png",1.758,"2025-06-11T02:13:37.031624Z"
631390,"18","leaf","2025-06-11T02:13:38.649781Z",1084191,"/data/upload/272/620c098a-crop_1504_color0_0_0_w96_h29.png",1.373,"2025-06-11T02:13:38.649812Z"
631391,"18","not_sure","2025-06-11T02:13:40.576489Z",1084192,"/data/upload/272/350e9f63-crop_1523_color100_100_100_w63_h45.png",0.989,"2025-06-11T02:13:40.576508Z"
631392,"18","hedge_hog","2025-06-11T02:13:43.845309Z",1084193,"/data/upload/272/21290bbd-crop_0305_color100_100_100_w44_h37.png",2.68,"2025-06-11T02:13:43.845326Z"
631394,"18","not_sure","2025-06-11T02:13:47.457312Z",1084194,"/data/upload/272/f1d73872-crop_3723_color100_100_100_w148_h56.png",3.116,"2025-06-11T02:13:47.457328Z"
631395,"18","hedge_hog","2025-06-11T02:13:50.150133Z",1084195,"/data/upload/272/1b7b5e1b-crop_2494_color0_0_0_w50_h27.png",2.454,"2025-06-11T02:13:50.150151Z"
631396,"18","obstacle","2025-06-11T02:13:53.717263Z",1084196,"/data/upload/272/75e62109-crop_1944_color0_0_0_w132_h16.png",3.357,"2025-06-11T02:13:53.717280Z"
631399,"18","not_sure","2025-06-11T02:14:19.110958Z",1084197,"/data/upload/272/591aac32-crop_2644_color100_100_100_w128_h108.png",25.153,"2025-06-11T02:14:19.110974Z"
631400,"18","not_sure","2025-06-11T02:14:20.208605Z",1084198,"/data/upload/272/990f42bf-crop_2623_color100_100_100_w70_h40.png",0.867,"2025-06-11T02:14:20.208620Z"
631401,"18","not_sure","2025-06-11T02:14:21.298509Z",1084199,"/data/upload/272/3dd530ff-crop_4546_color100_100_100_w114_h62.png",0.725,"2025-06-11T02:14:21.298523Z"
631402,"18","not_sure","2025-06-11T02:14:22.398540Z",1084200,"/data/upload/272/76720ff9-crop_1671_color100_100_100_w27_h30.png",0.842,"2025-06-11T02:14:22.398555Z"
631404,"18","hedge_hog","2025-06-11T02:14:23.525506Z",1084201,"/data/upload/272/59c536a8-crop_2819_color0_0_0_w46_h29.png",1.003,"2025-06-11T02:14:23.525518Z"
631405,"18","not_sure","2025-06-11T02:14:24.694999Z",1084202,"/data/upload/272/d388e0b9-crop_3187_color100_100_100_w28_h29.png",0.953,"2025-06-11T02:14:24.695011Z"
631406,"18","leaf","2025-06-11T02:14:26.106052Z",1084203,"/data/upload/272/5a52735e-crop_3705_color100_100_100_w136_h49.png",1.118,"2025-06-11T02:14:26.106070Z"
631408,"18","leaf","2025-06-11T02:14:27.588612Z",1084204,"/data/upload/272/49a0ed78-crop_0871_color100_100_100_w38_h28.png",1.083,"2025-06-11T02:14:27.588625Z"
631409,"18","not_sure","2025-06-11T02:14:30.110591Z",1084205,"/data/upload/272/dc6c9e82-crop_2396_color100_100_100_w136_h67.png",2.258,"2025-06-11T02:14:30.110605Z"
631411,"18","not_sure","2025-06-11T02:14:31.251213Z",1084206,"/data/upload/272/21f6485a-crop_1829_color100_100_100_w154_h94.png",1.013,"2025-06-11T02:14:31.251223Z"
631412,"18","not_sure","2025-06-11T02:14:33.127602Z",1084207,"/data/upload/272/e6091230-crop_2717_color100_100_100_w121_h110.png",1.691,"2025-06-11T02:14:33.127616Z"
631413,"18","not_sure","2025-06-11T02:14:34.131930Z",1084208,"/data/upload/272/48dc1e4e-crop_3915_color100_100_100_w31_h30.png",0.864,"2025-06-11T02:14:34.131952Z"
631414,"18","soil","2025-06-11T02:14:35.482822Z",1084209,"/data/upload/272/7b274765-crop_1399_color100_100_100_w101_h55.png",1.005,"2025-06-11T02:14:35.482841Z"
